user_id,title,score
2,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),8
2,Yu☆Gi☆Oh! VRAINS,6
2,Yuru Camp△,10
2,Yuru Camp△ Season 2,10
2,Yuukoku no Moriarty,9
2,Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai,8
3,Boku dake ga Inai Machi,8
3,Kuzu no Honkai,7
3,Mushoku Tensei: Isekai Ittara Honki Dasu,8
3,Nagi no Asu kara,8
3,Re:Zero kara Hajimeru Isekai Seikatsu,8
3,Shingeki no Kyojin Season 3 Part 2,9
3,Shingeki no Kyojin: The Final Season,9
4,91 Days,7
4,ACCA: 13-ku Kansatsu-ka,9
4,Afro Samurai,6
4,Ajin,7
4,Ajin 2nd Season,7
4,Akanesasu Shoujo,7
4,Akatsuki no Yona,6
4,Akira,7
4,Alien 9,7
4,Angel Beats!,8
4,Angel Beats! Specials,0
4,Angel Beats!: Another Epilogue,0
4,Angolmois: Genkou Kassenki,6
4,Another,7
4,Aoki Hagane no Arpeggio: Ars Nova,6
4,Arifureta Shokugyou de Sekai Saikyou,6
4,Baccano!,10
4,Baccano! Specials,0
4,Baka to Test to Shoukanjuu,5
4,Bakemonogatari,8
4,Beastars,8
4,Beelzebub-jou no Okinimesu mama.,6
4,Black Lagoon,8
4,Black Lagoon: Roberta's Blood Trail,8
4,Black Lagoon: The Second Barrage,8
4,Black★Rock Shooter (TV),5
4,Boku no Hero Academia,7
4,Boku no Hero Academia 2nd Season,7
4,Bokura no,8
4,Boogiepop wa Warawanai (2019),7
4,Btooom!,5
4,Bungou Stray Dogs,0
4,Burn the Witch,6
4,Canaan,4
4,Carnival Phantasm,9
4,Carnival Phantasm EX Season,0
4,Carnival Phantasm: Illya-jou,0
4,Chuukan Kanriroku Tonegawa,9
4,Claymore,7
4,Code Geass: Hangyaku no Lelouch,8
4,Code Geass: Hangyaku no Lelouch R2,7
4,Coppelion,2
4,Cowboy Bebop,9
4,Cowboy Bebop: Tengoku no Tobira,9
4,Dance in the Vampire Bund,5
4,Danshi Koukousei no Nichijou,6
4,Darker than Black: Kuro no Keiyakusha,8
4,Death Note,7
4,Death Parade,8
4,Deca-Dence,8
4,Demi-chan wa Kataritai,7
4,Digimon Tamers,7
4,Digimon Tamers: Boukensha-tachi no Tatakai,6
4,Digimon Tamers: Bousou Digimon Tokkyuu,6
4,Dororo,8
4,Dr. Stone,8
4,Drifters,8
4,Drifters (OVA),0
4,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,7
4,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,6
4,Durarara!!,8
4,Durarara!! Specials,0
4,Durarara!!x2 Ketsu,8
4,Durarara!!x2 Shou,8
4,Durarara!!x2 Ten,8
4,Emiya-san Chi no Kyou no Gohan,7
4,Endro~!,7
4,Enen no Shouboutai,6
4,Fairy Gone,5
4,Fairy Gone 2nd Season,3
4,Fate/Extra: Last Encore,7
4,Fate/Grand Order: First Order,7
4,Fate/Grand Order: Zettai Majuu Sensen Babylonia,7
4,Fate/Grand Order: Zettai Majuu Sensen Babylonia - Initium Iter,7
4,Fate/kaleid liner Prisma☆Illya,8
4,Fate/kaleid liner Prisma☆Illya 2wei Herz!,6
4,Fate/kaleid liner Prisma☆Illya 2wei!,6
4,Fate/kaleid liner Prisma☆Illya 3rei!!,8
4,Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,8
4,Fate/stay night: Unlimited Blade Works,8
4,Fate/stay night: Unlimited Blade Works 2nd Season,8
4,Fate/stay night: Unlimited Blade Works Prologue,0
4,Fate/Zero,8
4,Fate/Zero 2nd Season,8
4,FLCL,8
4,Flip Flappers,7
4,Flying Witch,0
4,Fullmetal Alchemist,8
4,Fullmetal Alchemist: Brotherhood,9
4,Fullmetal Alchemist: The Conqueror of Shamballa,7
4,Gabriel DropOut,6
4,Gaikotsu Shotenin Honda-san,7
4,Gakkougurashi!,7
4,Gankutsuou,9
4,Garo: Vanishing Line,7
4,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",3
4,Gekkan Shoujo Nozaki-kun,7
4,Girls & Panzer,9
4,Girls & Panzer Movie,10
4,Girls & Panzer: Kore ga Hontou no Anzio-sen Desu!,0
4,Girls & Panzer: Saishuushou Part 1,8
4,Girls & Panzer: Saishuushou Part 2,0
4,Gleipnir,7
4,Golden Kamuy,8
4,Golden Kamuy 2nd Season,8
4,Golden Kamuy 3rd Season,8
4,Gosick,5
4,Grand Blue,7
4,Great Teacher Onizuka,6
4,Gyakkyou Burai Kaiji: Hakairoku-hen,8
4,Gyakkyou Burai Kaiji: Ultimate Survivor,9
4,"Hachi-nan tte, Sore wa Nai deshou!",5
4,Hai to Gensou no Grimgar,7
4,Haibane Renmei,8
4,Haikyuu!!,8
4,Haikyuu!!: Lev Genzan!,0
4,Haiyore! Nyaruko-san,6
4,Hataage! Kemono Michi,7
4,Hataraku Maou-sama!,8
4,Hataraku Saibou (TV),7
4,Heavy Object,5
4,Hellsing,6
4,Hellsing Ultimate,9
4,Higashi no Eden,7
4,High School DxD,8
4,High School DxD BorN,7
4,High School DxD New,7
4,High School Fleet,6
4,Highschool of the Dead,4
4,Highschool of the Dead: Drifters of the Dead,0
4,Higurashi no Naku Koro ni Kira,7
4,Hinamatsuri (TV),8
4,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,7
4,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,7
4,Hotarubi no Mori e,8
4,Houseki no Kuni (TV),9
4,Howl no Ugoku Shiro,0
4,Id:Invaded,9
4,"Ima, Soko ni Iru Boku",7
4,Inferno Cop,7
4,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,7
4,Isekai Quartet,7
4,Isekai Quartet 2,7
4,Isekai Shokudou,7
4,Isekai wa Smartphone to Tomo ni.,3
4,Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,7
4,Jashin-chan Dropkick,7
4,Jashin-chan Dropkick',7
4,Jibaku Shounen Hanako-kun,8
4,Jin-Rou,8
4,JoJo no Kimyou na Bouken (TV),8
4,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,6
4,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,6
4,Jormungand,7
4,Jormungand: Perfect Order,4
4,Kami no Tou,7
4,Kamisama Hajimemashita,7
4,Kanata no Astra,8
4,Kara no Kyoukai 1: Fukan Fuukei,8
4,Kara no Kyoukai 2: Satsujin Kousatsu (Zen),8
4,Kara no Kyoukai 3: Tsuukaku Zanryuu,8
4,Kara no Kyoukai 4: Garan no Dou,7
4,Kara no Kyoukai 5: Mujun Rasen,9
4,Kara no Kyoukai 6: Boukyaku Rokuon,7
4,Kara no Kyoukai 7: Satsujin Kousatsu (Go),8
4,Katanagatari,9
4,Kekkai Sensen,8
4,Kekkai Sensen & Beyond,8
4,Kemono Friends,7
4,Kemono Jihen,8
4,Kemurikusa (TV),8
4,Kenja no Mago,5
4,Kenpuu Denki Berserk,8
4,Kill la Kill,7
4,Kill la Kill Specials,0
4,Kimetsu no Yaiba,8
4,Kino no Tabi: The Beautiful World,7
4,Kishuku Gakkou no Juliet,7
4,Kiznaiver,7
4,Kizumonogatari I: Tekketsu-hen,8
4,Kizumonogatari II: Nekketsu-hen,9
4,Kizumonogatari III: Reiketsu-hen,9
4,Knight's & Magic,8
4,Kobayashi-san Chi no Maid Dragon,8
4,K-On!,8
4,Kono Subarashii Sekai ni Shukufuku wo!,9
4,Kono Subarashii Sekai ni Shukufuku wo! 2,8
4,Konohana Kitan,6
4,Kore wa Zombie Desu ka?,3
4,Koukaku Kidoutai,7
4,Koukaku Kidoutai: Stand Alone Complex,8
4,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,9
4,Koutetsujou no Kabaneri,9
4,Koutetsujou no Kabaneri Movie 3: Unato Kessen,8
4,Kouya no Kotobuki Hikoutai,8
4,Kyokou Suiri,5
4,Kyousou Giga (TV),8
4,Little Witch Academia,7
4,Little Witch Academia (TV),7
4,Little Witch Academia: Mahoujikake no Parade,7
4,Lodoss-tou Senki,6
4,Log Horizon,9
4,Log Horizon 2nd Season,7
4,Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note,7
4,Luger Code 1951,0
4,Lupin III: Cagliostro no Shiro,0
4,Made in Abyss,9
4,Made in Abyss Movie 3: Fukaki Tamashii no Reimei,9
4,Mahou Shoujo Lyrical Nanoha,7
4,Mahou Shoujo Madoka★Magica,8
4,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,6
4,Mahoutsukai no Yome,7
4,Mairimashita! Iruma-kun,8
4,Maoujou de Oyasumi,0
4,"Maou-sama, Retry!",7
4,Maoyuu Maou Yuusha,8
4,Mayoiga,7
4,Megalo Box,9
4,Memories Off 3.5,0
4,Metropolis,7
4,Mnemosyne: Mnemosyne no Musume-tachi,0
4,Mob Psycho 100,9
4,Mob Psycho 100 II,10
4,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,0
4,Mononoke,7
4,Mononoke Hime,8
4,Monster,8
4,Monster Musume no Iru Nichijou,8
4,Monster Musume no Oishasan,7
4,Mousou Dairinin,7
4,Mushishi,9
4,Mushishi Zoku Shou,9
4,Mushishi Zoku Shou 2nd Season,9
4,Mushishi Zoku Shou: Odoro no Michi,0
4,Mushishi Zoku Shou: Suzu no Shizuku,0
4,Mushishi: Hihamukage,0
4,Nagi no Asu kara,7
4,Natsume Yuujinchou,8
4,Nejimaki Seirei Senki: Tenkyou no Alderamin,7
4,Neko no Ongaeshi,7
4,Nekomonogatari: Kuro,0
4,Neon Genesis Evangelion,7
4,Neon Genesis Evangelion: The End of Evangelion,9
4,NHK ni Youkoso!,8
4,Nisemonogatari,8
4,No Game No Life,7
4,No.6,7
4,Nobunagun,5
4,Noragami,7
4,Noragami Aragoto,8
4,Noragami OVA,0
4,One Piece Film: Gold,7
4,One Piece Film: Strong World,8
4,One Piece Film: Z,8
4,One Piece Movie 14: Stampede,8
4,One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,8
4,One Punch Man,8
4,Onihei,7
4,Onkyo Seimeitai Noiseman,0
4,Ookami Kodomo no Ame to Yuki,9
4,Ookami to Koushinryou,9
4,Ookami to Koushinryou II,8
4,Ookamikakushi,5
4,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,7
4,Overlord,7
4,Owari no Seraph,7
4,Owari no Seraph: Nagoya Kessen-hen,8
4,Perfect Blue,8
4,Pet,7
4,Peter Grill to Kenja no Jikan,2
4,Phantom: Requiem for the Phantom,5
4,Ping Pong the Animation,8
4,Planet With,8
4,Princess Connect! Re:Dive,6
4,Promare,8
4,Psycho-Pass,8
4,Punch Line,6
4,Radiant,5
4,RahXephon,9
4,Re:Creators,6
4,Re:Zero kara Hajimeru Isekai Seikatsu,7
4,Redline,8
4,Rekkoku Rikugun,0
4,Rokka no Yuusha,8
4,Rokujouma no Shinryakusha!? (TV),0
4,Sakigake!! Cromartie Koukou,6
4,Samurai Champloo,8
4,Sankarea,0
4,Saraiya Goyou,7
4,Satsuriku no Tenshi,6
4,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,8
4,Sayonara Zetsubou Sensei,0
4,Seikai no Monshou,7
4,Seikai no Senki,7
4,Seikai no Senki II,7
4,Seikai no Senki III,7
4,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,7
4,Sen to Chihiro no Kamikakushi,8
4,Senjou no Valkyria 3: Tagatame no Juusou,7
4,Senki Zesshou Symphogear,7
5,Ansatsu Kyoushitsu,6
5,Ansatsu Kyoushitsu 2nd Season,7
5,Banana Fish,9
5,Beastars,7
5,Boku no Hero Academia,7
5,Boku no Hero Academia 2nd Season,6
5,Boku no Hero Academia 3rd Season,6
5,Boku no Hero Academia 4th Season,7
5,Bungou Stray Dogs,8
5,Bungou Stray Dogs 2nd Season,8
5,Bungou Stray Dogs 3rd Season,8
5,Bungou Stray Dogs: Dead Apple,7
5,Bungou Stray Dogs: Hitori Ayumu,7
5,Death Note,9
5,Death Parade,7
5,Devilman: Crybaby,9
5,Free!,6
5,Free!: Dive to the Future,6
5,Free!: Eternal Summer,6
5,Fruits Basket 1st Season,9
5,Fruits Basket 2nd Season,8
5,Fruits Basket: The Final,9
5,Given,9
5,Given Movie,9
5,Gokushufudou,7
5,Haikyuu!!,7
5,Haikyuu!! Second Season,7
5,Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,7
5,Haikyuu!!: To the Top,7
5,Haikyuu!!: To the Top 2nd Season,7
5,Hunter x Hunter (2011),10
5,Hunter x Hunter Movie 1: Phantom Rouge,7
5,Hunter x Hunter Movie 2: The Last Mission,7
5,Jibaku Shounen Hanako-kun,9
5,Jujutsu Kaisen (TV),9
5,Kamisama Hajimemashita,9
5,Kimetsu no Yaiba,9
5,Kimetsu no Yaiba Movie: Mugen Ressha-hen,9
5,Koe no Katachi,9
5,Kuroshitsuji,8
5,Kuroshitsuji II,5
5,Kuroshitsuji II Specials,6
5,Kuroshitsuji Movie: Book of the Atlantic,7
5,Kuroshitsuji: Book of Circus,7
5,Kuroshitsuji: Book of Murder,7
5,Nana,10
5,Nanatsu no Taizai,5
5,Nanatsu no Taizai: Imashime no Fukkatsu,5
5,Nanatsu no Taizai: Kamigami no Gekirin,4
5,Nanatsu no Taizai: Seisen no Shirushi,5
5,Ouran Koukou Host Club,7
5,Paradise Kiss,9
5,Saiki Kusuo no Ψ-nan,8
5,Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,6
5,Satsuriku no Tenshi,7
5,Shingeki no Kyojin,9
5,Shingeki no Kyojin Season 2,7
5,Shingeki no Kyojin Season 3,7
5,Shingeki no Kyojin Season 3 Part 2,8
5,Shingeki no Kyojin: The Final Season,8
5,Soul Eater,9
5,Tokyo Ghoul,7
5,Tokyo Ghoul:re,5
5,Tokyo Ghoul:re 2nd Season,5
5,Yakusoku no Neverland,6
5,Yuri!!! on Ice,7
6,86,9
6,Boku no Hero Academia,7
6,Boku no Hero Academia 2nd Season,8
6,Boku no Hero Academia 3rd Season,8
6,Boku no Hero Academia 4th Season,8
6,Burn the Witch,7
6,Dr. Stone,6
6,Hunter x Hunter (2011),10
6,"Ijiranaide, Nagatoro-san",8
6,Jujutsu Kaisen (TV),8
6,Kimetsu no Yaiba,8
6,Kimetsu no Yaiba Movie: Mugen Ressha-hen,9
6,Kimi no Na wa.,9
6,Nande Koko ni Sensei ga!?,6
6,Naruto,8
6,No Game No Life,10
6,Oni Chichi,4
6,Ore dake Haireru Kakushi Dungeon,5
6,Re:Zero kara Hajimeru Isekai Seikatsu,7
6,Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow,7
6,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,8
6,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,8
6,Shingeki no Kyojin,9
6,Shingeki no Kyojin Season 2,9
6,Shingeki no Kyojin Season 3,9
6,Shingeki no Kyojin Season 3 Part 2,9
6,Shingeki no Kyojin: The Final Season,10
6,Stainless Night,4
6,Tate no Yuusha no Nariagari,8
6,Tensei shitara Slime Datta Ken,9
6,Tensei shitara Slime Datta Ken 2nd Season,8
6,Tokyo Ghoul,10
6,Tokyo Ghoul √A,10
6,Tokyo Ghoul:re,8
6,Vinland Saga,8
7,5-toubun no Hanayome,8
7,5-toubun no Hanayome ∬,8
7,Absolute Duo,6
7,Arifureta Shokugyou de Sekai Saikyou,8
7,Arifureta Shokugyou de Sekai Saikyou Recap,6
7,Arifureta Shokugyou de Sekai Saikyou Specials,7
7,Assassins Pride,7
7,Black Bullet,8
7,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,9
7,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,9
7,Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu,9
7,Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara,9
7,Code Geass: Boukoku no Akito 5 - Itoshiki Mono-tachi e,9
7,Code Geass: Hangyaku no Lelouch,10
7,Code Geass: Hangyaku no Lelouch R2,10
7,Death March kara Hajimaru Isekai Kyousoukyoku,7
7,Devilman: Crybaby,8
7,Devils Line,7
7,Devils Line: Anytime Anywhere,7
7,Dogeza de Tanondemita,5
7,Dogeza de Tanondemita: Isekai-hen,5
7,Dokyuu Hentai HxEros,5
7,Dokyuu Hentai HxEros OVA,5
7,Domestic na Kanojo,8
7,Dororo,9
7,Dragon's Dogma,7
7,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,8
7,Grancrest Senki,8
7,"Hachi-nan tte, Sore wa Nai deshou!",7
7,Haikyuu!!,10
7,Haikyuu!! Second Season,10
7,Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,10
7,Haikyuu!!: Lev Genzan!,8
7,Haikyuu!!: Riku vs. Kuu,8
7,"Haikyuu!!: vs. ""Akaten""",10
7,Hige wo Soru. Soshite Joshikousei wo Hirou.,8
7,Highschool of the Dead,8
7,Highschool of the Dead: Drifters of the Dead,8
7,Horimiya,8
7,IS: Infinite Stratos,7
7,IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou,7
7,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,7
7,Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω,7
7,Isekai wa Smartphone to Tomo ni.,7
7,Jaku-Chara Tomozaki-kun,7
7,Jaku-Chara Tomozaki-kun Specials,7
7,Jujutsu Kaisen (TV),10
7,Just Because!,7
7,Kaifuku Jutsushi no Yarinaoshi,10
7,Kami nomi zo Shiru Sekai,7
7,Kami nomi zo Shiru Sekai II,8
7,Kami nomi zo Shiru Sekai: 4-nin to Idol,7
7,Kami nomi zo Shiru Sekai: Megami-hen,8
7,Kami nomi zo Shiru Sekai: Tenri-hen,7
7,"Kanojo, Okarishimasu",7
7,Kenja no Mago,8
7,Kimetsu no Yaiba,10
7,Kimetsu no Yaiba Movie: Mugen Ressha-hen,10
7,"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen",7
7,Kishuku Gakkou no Juliet,9
7,Kiss x Sis,7
7,Kiss x Sis (TV),7
7,Koi to Yobu ni wa Kimochi Warui,8
7,Koi wa Ameagari no You ni,8
7,Kuzu no Honkai,6
7,Kyokou Suiri,7
7,Log Horizon,8
7,Madan no Ou to Vanadis,7
7,Mahouka Koukou no Rettousei,8
7,Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,8
7,Mahouka Koukou no Rettousei: Raihousha-hen,8
